MFLCode,Latitude,Longitude,Method_Geocode,Source_Geocode,Date_Geocode,Province,District,Facility,Owner,Type,Division,Location,Sublocation,Nearest Town,Plot No,Constituency,Status,Off_Landline,Off_Mob,Off_Fax,Off_Email,Off_POBox,Off_Town,Off_PostCode,In Charge Name,ANC,ART,BEOC,Blood Tr,C Section,CEOC,FP,Growth,HCT,Inp,HBC,IMM,IMCI,Outp,PMTCT,Radiology,RHTC_RHDC,TB_Diag,TB_Labs,TB_Treat,Youth,Beds,Cots,CHWTrain,CHW
13792,-0.672723,35.0495,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii Central,Matongo Medical Clinic,Private Medical Enterprise,Medical Clinic - Other,Mosocho,Bogeka,Mogusii,Matongo Mkt,,KITUTU CHACHE,Operational,,,,,P.O. Box 2467,Kisii,40200,Andrew Mosoti,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13819,-0.647416,34.7819,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii Central,Mokason Clinic,Private Medical Enterprise,Medical Clinic - Other,Municipality,Bosongo,Mwamosioma,Nyamataro,,KITUTU CHACHE,Operational,,,,,P.O. Box 1390,Kisii,40200,Patrick Areri,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13822,-0.59759,34.74131,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Mosocho Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Health Centre,Mosocho,Etora,Bogusero North,Mosocho,,KITUTU CHACHE,Operational,,,,,,,40200,Sr Dominic,Y,N,N,,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,25,6,,
13866,-0.6522,34.74403,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Nyabururu Dispensary ,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Municipality,Bosongo,Mwamosioma,Nyamataro,,KITUTU CHACHE,Operational,,,,,P.O. Box 900,Kisii,40200,Grace Ondari,Y,N,N,,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13871,-0.58266,34.81804,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Nyagesenda Dispensary ,Christian Health Association of Kenya,Dispensary,Marani,Ngenyi,Ikuruma,Entanda,,KITUTU CHACHE,Operational,,,,,P.O. Box 550,Kisii,40200,Erick Okero,Y,N,N,,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,,
13876,-0.545916,34.806277,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Nyagoto Dispensary ,Ministry of Health,Dispensary,Marani,Mwamonari,Rioma,Nyakongo,,KITUTU CHACHE,Operational,,,,,P.O. Box 92,Kisii,40200,Andeew Marube,Y,N,N,,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13878,-0.7401,34.8068,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Nyaguta Dispensary ,Ministry of Health,Dispensary,Kiogoro,Kiogoro,Nyaguta,Nyaguta,,NYARIBARI CHACHE,Operational,,,,,P.O. Box 92,Kisii,40200,Margaret Ngwono,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13886,-0.75678,34.807,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Nyakwana Dispensary ,Ministry of Health,Dispensary,Kiogoro,Kiogoro,Matunwa,Matunwa,,NYARIBARI CHACHE,Operational,,,,,P.O. Box 92,Kisii,40200,Nathan Omori,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13908,-0.69359,34.76348,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Nyamemiso Dispensary ,Ministry of Health,Dispensary,Kiogoro,Kegati,Nyamemiso ,Nyamemiso,,NYARIBARI CHACHE,Operational,,,,,P.O. Box 92,Kisii,40200,Julius Mogendi,Y,N,N,,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13918,-0.67766,34.76585,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Nyanchwa Dispensary ,Christian Health Association of Kenya,Dispensary,Municipality,Bosongo,Township,Nyanchwa,,NYARIBARI CHACHE,Operational,,,,,P.O. Box 22,Kisii,40200,John Nyangaya,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13925,-0.647416,34.7819,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii Central,Nyangena Hospital,Private Medical Enterprise,Other Hospital,Municipality,Mwamosioma,Botori,Nyangena,,KITUTU CHACHE,Operational,,,,,P.O. Box 3492 Kisii,Kisii,40200,Dr Orwenyo,Y,Y,Y,,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,150,,,
13931,-0.71734,34.80684,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Nyanko Dispensary ,Ministry of Health,Dispensary,Kiogoro,Kegati,Nyanguru,Nyanko,,NYARIBARI CHACHE,Operational,,,,,P.O. Box 92,Kisii,40200,Mary Mukhwana,Y,N,N,,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13934,-0.705694,34.758,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii Central,Nyansancha Dispensary ,Ministry of Health,Dispensary,Kiogoro,Kiogoro,Masongo,Nyansancha,,NYARIBARI CHACHE,Operational,,,,,P.O. Box 92,Kisii,40200,Fredrick Nyangweso,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,0,0,,
13938,-0.79413,34.87898,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Nyansira Dispensary ,Ministry of Health,Dispensary,Keumbu,Nyaribari Keumbu,Birongo,Nyansira,,NYARIBARI CHACHE,Operational,,,,,P.O. Box 92,Kisii,40200,Salome Nyachae,Y,N,N,,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13943,-0.57085,34.77067,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Nyasore Dispensary ,Christian Health Association of Kenya,Dispensary,Marani,Mwakibagendi,Onywere,Gesieka Mkt,,KITUTU CHACHE,Operational,,,,,P.O. Box 796,Kisii,40200,Dennis Kubwa,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,,
13991,-0.67488,34.77686,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Oresi Health Centre,Ministry of Health,Health Centre,Municipality,Township,Township,Jogoo Mkt,,KITUTU CHACHE,Operational,,,,,P.O. Box 92,Kisii,40200,Sokobe,Y,N,N,,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,10,0,,
14025,-0.59879,34.7119,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Raganga Health Centre,Ministry of Health,Health Centre,Mosocho,Bogusero,Raganga ,Raganga,,KITUTU CHACHE,Operational,,,,,P.O. Box 92,Kisii,40200,Emily Nyarango,Y,N,N,,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,N,N,N,6,0,,
14028,3.93029,41.8686,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii Central,Ram Hospital,Private Medical Enterprise,Other Hospital,Municipality,Bosongo,Bosongo,Kisii Municipal Mkt,,KITUTU CHACHE,Operational,,,,,P.O. Box 81,Kisii,40200,Dr Taylor,Y,Y,Y,,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,200,6,,
14083,-0.57032,34.7628,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Sieka Dispensary ,Ministry of Health,Dispensary,Marani,Mwakibagendi,Onywere,Gesieka Mkt,,KITUTU CHACHE,Operational,,,,,P.O. Box 92,Kisii,40200,Elijah Nyabuga,Y,N,N,,N,N,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
14142,-0.75647,34.8565,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii Central,Taracha Dispensary ,Ministry of Health,Dispensary,Keumbu,Nyaribari Keumbu,Taracha,Taracha,,NYARIBARI CHACHE,Operational,,,,,P.O. Box 92,Kisii,40200,Thomas Mongare,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13474,-0.696113,34.702,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii South,Amani Health Centre,Private Medical Enterprise,Health Centre,Suneka,Bomorenda,Bomakombi,Suneka Mkt,,BONCHARI,Operational,,0733-843282,,,P.O. Box 2399,kisii,40200,Mr. Nyariki,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
13502,-0.68795,34.68909,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kisii South,Bitare Dispensary,Ministry of Health,Dispensary,Suneka,Iyabe,Bokeire,Suneka Mkt,,BONCHARI,Operational,,,,,P.O. Box 44,Nyambunwa,40205,P. Mageto,Y,N,N,,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,0,0,,
16422,-0.701066,34.7346,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii South,Ekerubo Dispensary (Kisii South),Community,Dispensary,Suneka,Bomorenda,Bomwancha,Itibo Rianyabaro,,BONCHARI,Pending Opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16424,-1.14916,36.8039,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii South,Entanke Dispensary,Community,Dispensary,Igonga,Bomariba,Keboye,Mogumo,,BONCHARI,Pending Opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13560,-0.681972,34.7392,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii South,Gesuguria Dispensary,Ministry of Health,Dispensary,Gesonso,Bogiakumu,Bogiakumu ,Itibo Rianyabaro Mkt,,BONCHARI,Operational,,,,,P.O. Box 44,Nyambunwa,40205,J. Ogega,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,0,0,,
16425,-0.641719,34.7121,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii South,Isamwera Dispensary,Community,Dispensary,Igonga,Bomariba,Boroko,Igonga,,BONCHARI,Pending Opening,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,
13629,-0.67623,34.7709,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii South,Itierio Health Centre,Christian Health Association of Kenya,Health Centre,Suneka,Bomorenda,Bonyaoro,Suneka Mkt,,BONCHARI,Operational,,,,,P.O. Box 874,Nyambunwa,40205,"D,Gutwa",Y,N,N,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,35,5,,
13631,-0.69103,34.6799,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii South,Iyabe District Hospital,Ministry of Health,Primary Hospital,Suneka,Iyabe,Bomokora,Suneka Mkt,,BONCHARI,Operational,020-2121293,,,,P.O. Box 44,Nyambunwa,40205,Leona Chirchir,Y,N,Y,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,12,1,,
13685,-0.65938,34.73823,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kisii South,Kiaruta Dispensary,Ministry of Health,Dispensary,Gesonso,Bogiakumu,Bomwanda,Gesonso Mkt,,BONCHARI,Operational,,,,,P.O. Box 44,Nyambunwa,40205,S. Ongera,Y,N,N,,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,0,0,,
16423,-0.681972,34.7392,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii South,Nyabioto Dispensary,Community,Dispensary,Gesonso,Bogiakumu,Bogiakumu,Gesonso,,BONCHARI,Pending Opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16878,-0.662992,34.6527,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii South,Nyamagiri Dispensary,Community,Dispensary,Igonga,Riana,Nyamwari,Mwata Mkt,,BONCHARI,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13892,-0.6367,34.7013,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii South,Nyamagundo Health Centre,Ministry of Health,Dispensary,Igonga,Bomoriba,Bomariba,Igonga Sec./Mkt,,BONCHARI,Operational,,,,,P.O. Box 44,Nyambunwa,40205,S. Nyamwange,Y,Y,N,,N,N,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,N,Y,N,0,0,,
13906,-0.696113,34.702,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii South,Nyambunwa Medical Clinic,Private Medical Enterprise,Medical Clinic - Other,Suneka,Bomorenda,Bomakombi,Suneka Mkt,,BONCHARI,Operational,,,,,P.O. Box 44,Nyambunwa,40205,Priskah Kwamboka,N,N,N,,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,,
13992,-0.658816,34.7137,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisii South,Oroche Dispensary,Ministry of Health,Dispensary,Gesonso,Bogiakumu,Bonyando,Suneka Mkt,,BONCHARI,Operational,,,,,P.O. Box 44,Nyambunwa,40205,I. Nyamwange,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,Y,N,N,0,0,,
14045,-0.6556,34.6631,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii South,Riana Health Centre,Ministry of Health,Health Centre,Igonga,Riana,Nyamwari,Riana Mkt,,BONCHARI,Operational,,,,,P.O. Box 44,Nyambunwa,40205,Thomas Ogora,Y,Y,Y,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,15,0,,
14054,-0.70485,34.7163,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisii South,Riotanchi Health Centre,Ministry of Health,Health Centre,Suneka,Bomorenda,Bonyanchaire,Suneka Mkt,,BONCHARI,Operational,,,,,P.O. Box 44,Nyambunwa,40205,Caroline Bongoye,Y,Y,Y,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,N,14,0,,
13464,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Administration Police Dispensary (Kisumu East),Ministry of Health,Dispensary,Winam,Township,Southern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Daisy Kipyegomen,Y,N,Y,,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,0,,
13465,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Aga Khan Hospital (Kisumu),Private Medical Enterprise,Other Hospital,Winam,Township,Southern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Dorcas Ogero,Y,Y,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,,,,
13469,-0.079,34.74509,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Airport Dispensary (Kisumu),Ministry of Health,Dispensary,Winam,Central Kisumu,Korando A,Kisumu,,KISUMU TOWN WEST,Operational,,,,,,,,Beatrice Obare,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,0,,5,10
13490,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Avenue Health Care Clinic ,Private Medical Enterprise,Medical Clinic - Other,Winam,Township,Southern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,0,,,
13520,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Central Clinic (Kisumu East),Private Medical Enterprise,Medical Clinic - Other,Winam,Township,Southern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Silvia Onunga,Y,N,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,0,,,
13524,-0.09099,34.83729,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Chiga Dispensary ,Ministry of Health,Dispensary,Winam,East Kolwa ,Chiga,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Monica Rachar,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,,,,
13534,-0.034687,34.7752,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Disciples of Mercy Clinic,Kenya Episcopal Conference-Catholic Secretariat,Medical Clinic - Other,Winam,Kajulu East,Konya,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Anne,Y,N,Y,,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,,,,
16661,-0.460827,34.984,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Dunga Nursing Home,Private Medical Enterprise,Other Hospital,Winam,Township,Nyalenda B,Kisumu ,,KISUMU TOWN WEST,Operational,,,,,,,,Dr Angir,Y,N,Y,,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,,,,
16883,,,No Geo Code,,,Nyanza,Kisumu East,Elim Family Community Care,Non-Governmental Organizations,Medical Clinic - Other,Winam,Township,Northern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Sylvia Wabomba,N,N,N,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,
13552,-0.477006,34.9577,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Family Health Options Kenya (FHOPK) Dispensary,Non-Governmental Organizations,Dispensary,Winam,West Kolwa,Nyalenda A,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Ezra Kiprotich,Y,,Y,,,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,,,,
13579,-0.06392,34.81519,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,GK Prisons Dispensary (Kibos),Ministry of Health,Dispensary,Winam,Miwani,Central,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Samuel O. Atudo,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,,,,
13586,-0.460827,34.984,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Gods Will Clinic,Private Medical Enterprise,Nursing home with Maternity,Winam,West Kolwa,Nyalenda B,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,,,,
13638,-0.40823,34.8781,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Rachuonyo,Kabondo Sub-District Hospital,Ministry of Health,Primary Hospital,Kabondo,Kodhoch West,Upper Kodhoch West,Kadongo Market,,KASIPUL/KABONDO,Operational,,,,,,,40222,Kosuri Dola,Y,Y,N,,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,14,3,1,50
13596,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Guru Nanak Dispensary ,Private Medical Enterprise,Dispensary,Winam,Township,Southern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Nancy ,Y,N,Y,,N,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N, ,N,N,,,,
13609,-0.18334,34.89294,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Hongo Ogosa Dispensary ,Local Authority,Dispensary,Kadibo,Katho,Kamayoga,Rabuor,,KISUMU TOWN EAST,Operational,,,,,,,,Damaris Abande,Y,Y,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,,,,
13632,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Jalaram Nursing Home,Private Medical Enterprise,Nursing home with Maternity,Winam,Township,Southern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Florence Aketch,Y,N,Y,,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,,,,
13637,-0.140187,34.759,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,K- MET Clinic,Non-Governmental Organizations,Medical Clinic - Other,Winam,Kolwa Central,Kasule,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Hildah Onyulo,Y,N,N,,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,,,,
13647,-0.02502,34.78979,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Kajulu/Gita Dispensary ,Ministry of Health,Dispensary,Winam,East Kajulu,Kadero,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Norah Ongwacho,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,,,5,10
13654,-0.101215,34.77845,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Kanyagwal Dispensary ,Ministry of Health,Dispensary,Kadibo,Bwanda,Central Bwanda,Ahero,,KISUMU TOWN EAST,Operational,,,,,,,,Mourice Ojowi,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,,,5,10
13689,-0.0325,34.81687,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Kibos Sugar Research Dispensary ,Ministry of Health,Dispensary,Winam,Miwani,Miwani West,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Mary Ogendo,Y,N,N,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,,,5,10
13704,-0.09894,34.75522,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Kisumu District Hospital,Ministry of Health,Primary Hospital,Winam,Township,Northern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Dr Otieno Akulla,Y,Y,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,195,,10,10
13709,-0.063525,34.71035,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Kodiaga Prison Health Centre,Ministry of Health,Health Centre,Winam,Township,Bandani,Otonglo,,KISUMU TOWN WEST,Operational,,,,,,,,Joshua Otiende,Y,Y,Y,,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,40,,5,50
13722,-0.19655,34.850628,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Kowino Dispensary ,Ministry of Health,Dispensary,Winam,Kolwa West,Nyalenda,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Mourine Akinyi,Y,N,N,,N,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,,,5,50
13730,-0.0634845,34.7649,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Lake Basin Development Authority (LBDA) Dispensary ,Company Medical Service,Dispensary,Winam,East Kisumu,Kanyakwar,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Mary ,Y,N,N,,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,,,,
16662,-0.0996207,34.7632,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Liverpool VCT (Kisumu East),Non-Governmental Organizations,Medical Clinic - Other,Winam,Township,Northern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Pamela Menya,N,Y,N,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,,
13738,-0.09701,34.76525,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Lumumba Health Centre,Local Authority,Health Centre,Winam,Township,Kaloleni,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Yuanita Awino,Y,Y,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,15,,,
13776,-0.127499,34.7252,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Marie Stopes Nursing Home (Kisumu),Non-Governmental Organizations,Nursing home with Maternity,Winam,Township,Southern,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Dr. Ochieng,Y,N,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,27,,,
13807,-0.0736,34.78255,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Migosi Health Centre,Local Authority,Health Centre,Winam,Kondele ,Migosi,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Nancy Akinyi,Y,Y,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,8,,,
13808,-0.460827,34.984,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Nyanza,Kisumu East,Milimani Hospital,Private Medical Enterprise,Other Hospital,Winam,West Kolwa,Nyalenda B,Kisumu,,KISUMU TOWN EAST,Operational,,,,,,,,Dr B.A.M.Bonyo,Y,N,Y,,Y,N,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,26,,,
13816,-0.054305,34.97522,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Nyanza,Kisumu East,Miwani Dispensary ,Ministry of Health,Dispensary,Winam,Miwani,Miwani North,Miwani ,,KISUMU TOWN EAST,Operational,,   ,,,,,,George Onyango,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,N,,,5,50
